Company Name,Industry,Stage,Amount($),HeadQuarter,Funding Year,Founded,category
Credenc,FinTech,unknown,25000000.0,New Delhi,2021,2017.0,Technology
GlobalBees,D2C Business,Series A to Series H,150000000.0,New Delhi,2021,2021.0,Other
Spinny,Automotive,Series A to Series H,108000000.0,Gurugram,2021,2015.0,Autommotive $ Transportation
Mynvax,Biotechnology,Series A to Series H,4000000.0,Bangalore,2021,2017.0,Technology
RiseBird,Human Resources,unknown,500000.0,Pune,2021,2018.0,Other
Uvi Health,Healthcare,Early Stage,330000.0,Bangalore,2021,2020.0,Healthcare
Vegrow,Farming,unknown,13000000.0,Bangalore,2021,2020.0,Other
Automovill,Automotive,unknown,500000.0,Bangalore,2021,2015.0,Autommotive $ Transportation
NFTically,NFT Marketplace,Early Stage,111909478.7413793,Gurugram,2021,2021.0,E-Commerce & Marketplace
HealthifyMe,Healthcare,Series A to Series H,75000000.0,Bangalore,2021,2012.0,Healthcare
GalaxyCard,FinTech,unknown,450000.0,Gurugram,2021,2017.0,Technology
Bella Vita Organic,Healthcare,unknown,10000000.0,Gurugram,2021,2018.0,Healthcare
SmartCoin,FinTech,unknown,10000000.0,Bangalore,2021,2016.0,Technology
CareerNinja,EdTech,Early Stage,111909478.7413793,Mumbai,2021,2017.0,Technology
MYSUN,Solar,unknown,2000000.0,New Delhi,2021,2016.0,Other
Sea6 Energy,Biotechnology,Series A to Series H,9000000.0,Bangalore,2021,2010.0,Technology
Beco,Consumer Goods,Early Stage,500000.0,Mumbai,2021,2018.0,Other
OneCode,Internet,unknown,5000000.0,Bangalore,2021,2020.0,Technology
MedPay,Information Technology,Early Stage,1200000.0,Bangalore,2021,2020.0,Technology
Inshorts,Internet,unknown,60000000.0,Noida,2021,2013.0,Technology
Digantara,SpaceTech,Early Stage,2500000.0,Bangalore,2021,2018.0,Technology
Aqgromalin,AgriTech,Early Stage,700000.0,Chennai,2021,2018.0,Technology
Square Yards,Real Estate,unknown,25000000.0,Gurugram,2021,2014.0,Real Estate $ Property
OYO,Hospitality,unknown,660000000.0,Gurugram,2021,2013.0,Other
Slang Labs,Computer software,unknown,111909478.7413793,Bangalore,2021,2017.0,Technology
NirogGyan,Healthcare,Early Stage,111909478.7413793,Gurugram,2021,2019.0,Healthcare
Ola Electric,Automotive,Later Stage,100000000.0,Bangalore,2021,2017.0,Autommotive $ Transportation
Bikry app,Consumer software,unknown,1300000.0,Noida,2021,2019.0,Technology
Oliveboard,EdTech,unknown,3000000.0,Bangalore,2021,2012.0,Technology
Little Leap,EdTech,unknown,300000.0,New Delhi,2021,2020.0,Technology
Trell,Social commerce,Series A to Series H,45000000.0,Bangalore,2021,2016.0,E-Commerce & Marketplace
Kredent,EdTech,unknown,1000000.0,Kolkata,2021,2008.0,Technology
EasyAspataal,Healthcare,Early Stage,500000.0,Mumbai,2021,2020.0,Healthcare
SMOOR,Food & Beverages,unknown,111909478.7413793,Bangalore,2021,2008.0,Food & Agriculture
Pankhuri,Social community,unknown,3200000.0,Bangalore,2021,2019.0,Other
Arcana,Information Technology,Early Stage,370000.0,Bangalore,2021,2019.0,Technology
AdmitKard,EdTech,unknown,0.0,Noida,2021,2016.0,Technology
UrbanKisaan,Food & Beverages,unknown,111909478.7413793,Hyderabad,2021,2017.0,Food & Agriculture
Aquaconnect,Fishery,Early Stage,4000000.0,Chennai,2021,2017.0,Other
Vah Vah!,EdTech,unknown,1800000.0,Bangalore,2021,2020.0,Technology
LetsDressUp,Apparel & Fashion,Early Stage,300000.0,Gurugram,2021,2019.0,Other
Sapio Analytics,Computer software,unknown,150000.0,Mumbai,2021,2019.0,Technology
BHyve,Human Resources,unknown,300000.0,Mumbai,2021,2020.0,Other
Indi Energy,Renewables & Environment,Early Stage,111909478.7413793,Roorkee,2021,2019.0,Other
The Ayurveda Co,Consumer Goods,unknown,111909478.7413793,Gurugram,2021,2021.0,Other
Pratilipi,Online storytelling,unknown,48000000.0,Bangalore,2021,2015.0,Other
Ati Motors,Automotive,Early Stage,35000000.0,Bangalore,2021,2017.0,Autommotive $ Transportation
peAR,Deeptech,Early Stage,300000.0,Mumbai,2021,2018.0,Technology
Gourmet Garden,Farming,unknown,3000000.0,Bangalore,2021,2019.0,Other
The Sleep Company,Consumer Goods,Early Stage,1000000.0,Mumbai,2021,2019.0,Other
TyrePlex,B2B E-commerce,Early Stage,111909478.7413793,New Delhi,2021,2020.0,E-Commerce & Marketplace
ION Energy,Automotive,Early Stage,3600000.0,Mumbai,2021,2016.0,Autommotive $ Transportation
Digit Insurance,Insuretech,unknown,200000000.0,Bangalore,2021,2016.0,Technology
FRAAZO,Food & Beverages,Series A to Series H,11000000.0,Mumbai,2021,2020.0,Food & Agriculture
Licious,Food & Beverages,Series A to Series H,192000000.0,Bangalore,2021,2015.0,Food & Agriculture
WinZO,Gaming,Series A to Series H,65000000.0,New Delhi,2021,2018.0,Other
Furlenco,Consumer Goods,unknown,100000000.0,Bangalore,2021,2012.0,Other
Skylark Drones,Aviation,Early Stage,3000000.0,Bangalore,2021,2014.0,Other
Leegality,IT company,Early Stage,111909478.7413793,Gurugram,2021,2016.0,Other
Arcatron Mobility,Healthcare,unknown,111909478.7413793,Pune,2021,2015.0,Healthcare
TWID,FinTech,unknown,2500000.0,Bangalore,2021,2020.0,Technology
PeakPerformer,EdTech,Early Stage,111909478.7413793,Bangalore,2021,2020.0,Technology
MyMobiForce,Internet,Early Stage,1400000.0,Noida,2021,2018.0,Technology
Pine Labs,Information Technology,unknown,600000.0,Noida,2021,1998.0,Technology
Genworks Health,Healthcare,unknown,2000000.0,Bangalore,2021,2015.0,Healthcare
Pocketly,FinTech,unknown,111909478.7413793,Bangalore,2021,2019.0,Technology
Neverinstall,Information Technology,Early Stage,370000.0,Bangalore,2021,2019.0,Technology
CoRover,Information Technology,unknown,111909478.7413793,Bangalore,2021,2016.0,Technology
BeatO,Healthcare,Early Stage,5000000.0,New Delhi,2021,2015.0,Healthcare
Earth Rhythm,Cosmetics,Early Stage,1200000.0,Gurugram,2021,2020.0,Other
Fountain9,Computer software,Early Stage,1900000.0,Mumbai,2021,2019.0,Technology
Rockclimber,Food & Beverages,unknown,1000000.0,Bangalore,2021,2019.0,Food & Agriculture
SpEd@home,EdTech,unknown,300000.0,Mumbai,2021,2020.0,Technology
CanPe,Computer software,Early Stage,111909478.7413793,Bangalore,2021,2019.0,Technology
Green Soul,Consumer Goods,unknown,200000.0,Ambernath,2021,2016.0,Other
Shiprocket,Logistics,Series A to Series H,41000000.0,New Delhi,2021,2012.0,Autommotive $ Transportation
DealShare,Retail,unknown,144000000.0,Bangalore,2021,2018.0,Other
Teachmint,EdTech,Early Stage,20000000.0,Bangalore,2021,2020.0,Technology
Vahak,Transportation,Early Stage,5000000.0,Bangalore,2021,2017.0,Autommotive $ Transportation
goSTOPS,Hospitality,Early Stage,1000000.0,New Delhi,2021,2014.0,Other
Codedamn,Computer software,Early Stage,111909478.7413793,New Delhi,2021,2020.0,Technology
Biocraft Innovation Technology,Environmental service,Early Stage,111909478.7413793,Noida,2021,2019.0,Other
Powerplay,Construction,unknown,5200000.0,Bangalore,2021,2020.0,Other
Accio Robotics,Industrial Automation,unknown,111909478.7413793,Bangalore,2021,2020.0,Autommotive $ Transportation
Delhivery,Logistics,Series A to Series H,270000000.0,Gurugram,2021,2011.0,Autommotive $ Transportation
Avishkaar,EdTech,Early Stage,600000.0,New Delhi,2021,2014.0,Technology
Jobsgaar,Job discovery platform,Early Stage,140000.0,New Delhi,2021,2020.0,Other
Almo,D2C Fashion,Early Stage,111909478.7413793,Gurugram,2021,2020.0,Other
Breathe Well-being,HealthCare,Early Stage,1000000.0,New Delhi,2021,2015.0,Healthcare
GalaxEye,SpaceTech,Early Stage,111909478.7413793,Chennai,2021,2020.0,Technology
Good Health Clinic,HealthCare,unknown,5000000.0,Hyderabad,2021,2021.0,Healthcare
Urban Company,Home services,Series A to Series H,250000000.0,New Delhi,2021,2014.0,Consulting & Services
MYBYK,Rental,Early Stage,1000000.0,Ahmadabad,2021,2014.0,Other
Locus,Logistics,Series A to Series H,50000000.0,Bangalore,2021,2015.0,Autommotive $ Transportation
Crejo.Fun,EdTech,Early Stage,3000000.0,Bangalore,2021,2020.0,Technology
Bambinos,EdTech,Early Stage,500000.0,Bangalore,2021,2020.0,Technology
KreditBee,FinTech,unknown,8000000.0,Bangalore,2021,2018.0,Technology
Spardha,EdTech,Early Stage,400000.0,Pune,2021,2016.0,Technology
Onelife Nutriscience,HealthCare,unknown,111909478.7413793,Mumbai,2021,2019.0,Healthcare
Flatheads,Fashion,unknown,111909478.7413793,Bangalore,2021,2019.0,Other
Fable Fintech,FinTech,Series A to Series H,111909478.7413793,Mumbai,2021,2015.0,Technology
Holisol,Logistics,unknown,3000000.0,New Delhi,2021,2009.0,Autommotive $ Transportation
Now&Me,HealthCare,unknown,1000000.0,New Delhi,2021,2018.0,Healthcare
Fyllo,AgriTech,Early Stage,400000.0,Bangalore,2021,2019.0,Technology
Cora Health,HealthCare,unknown,111909478.7413793,Bangalore,2021,2020.0,Healthcare
Blaer Motors,Mobility,unknown,300000.0,Chennai,2021,2014.0,Other
Swiflearn,EdTech,Early Stage,3000000.0,Gurugram,2021,2019.0,Technology
Cashfree,FinTech,unknown,111909478.7413793,Bangalore,2021,2015.0,Technology
QuickSell,E-commerce,Early Stage,2000000.0,Mumbai,2021,2017.0,E-Commerce & Marketplace
Truemeds,Heathcare,Series A to Series H,5000000.0,Mumbai,2021,2019.0,Other
Candes,E-commerce,unknown,3000000.0,New Delhi,2021,2015.0,E-Commerce & Marketplace
MediBuddy,Heathcare,unknown,3000000.0,Bangalore,2021,2000.0,Other
F5,Food & Beverages,Early Stage,300000.0,New Delhi,2021,2018.0,Food & Agriculture
Capital Float,FinTech,unknown,6000000.0,Bangalore,2021,2013.0,Technology
IntelleWings,IT startup,Early Stage,100000.0,Panchkula,2021,2019.0,Other
Shyplite,Logistics,unknown,1000000.0,New Delhi,2021,2016.0,Autommotive $ Transportation
Refyne,FinTech,Series A to Series H,20000000.0,Bangalore,2021,2020.0,Technology
Greenjoules,Renewable Energy,Series A to Series H,4500000.0,Pune,2021,2018.0,Other
MentorKart,Consulting,Early Stage,150000.0,New Delhi,2021,2018.0,Consulting & Services
Leverage Edu,EdTech,Later Stage,2000000.0,New Delhi,2021,2017.0,Technology
Kale Logistics,Logistics,Series A to Series H,5000000.0,Thane,2021,2010.0,Autommotive $ Transportation
CustomerGlu,CRM,unknown,320000.0,Bangalore,2021,2016.0,Other
Cell Propulsion,EV startup,unknown,2000000.0,Bangalore,2021,2016.0,Other
Wellbeing Nutrition,HealthCare,unknown,111909478.7413793,Mumbai,2021,2019.0,Healthcare
Pee Safe,HealthCare,Early Stage,3000000.0,Gurugram,2021,2013.0,Healthcare
Chqbook,FinTech,unknown,1000000.0,New Delhi,2021,2017.0,Technology
SimpliContract,Software,Early Stage,1800000.0,Bangalore,2021,2020.0,Technology
Dropshop,Logistics,Early Stage,1000000.0,Bangalore,2021,2019.0,Autommotive $ Transportation
Jumbotail,E-commerce,Later Stage,4000000.0,Bangalore,2021,2015.0,E-Commerce & Marketplace
BYJU'S,EdTech,unknown,350000000.0,Bangalore,2021,2011.0,Technology
Power Gummies,Nutrition,unknown,1000000.0,New Delhi,2021,2018.0,Other
Convosight,SaaS startup,Series A to Series H,9000000.0,New Delhi,2021,2019.0,Other
Junio,FinTech,Early Stage,600000.0,New Delhi,2021,2020.0,Technology
Wherehouse.io,Logistics,Early Stage,111909478.7413793,New Delhi,2021,2020.0,Autommotive $ Transportation
Flexmoney,FinTech,Series A to Series H,4800000.0,Mumbai,2021,2015.0,Technology
Fampay,FinTech,Series A to Series H,38000000.0,Bangalore,2021,2019.0,Technology
Apna,Human Resources,Series A to Series H,70000000.0,Bangalore,2021,2019.0,Other
XYXX Apparels,Fashion,Series A to Series H,4000000.0,Surat,2021,2017.0,Other
WaterScience,D2C startup,unknown,111909478.7413793,Bangalore,2021,2014.0,Other
BrowserStack,SaaS startup,Series A to Series H,200000000.0,Mumbai,2021,2011.0,Other
Vital,Insuretech,Early Stage,3000000.0,New Delhi,2021,2018.0,Technology
Juicy chemistry,HealthCare,unknown,111909478.7413793,Coimbatore,2021,2014.0,Healthcare
Samaaro,SaaS startup,unknown,125000.0,Bangalore,2021,2020.0,Other
Imagimake,Innovation management,Early Stage,500000.0,Mumbai,2021,2011.0,Other
MSMEx,EdTech,Early Stage,1000000.0,Andheri,2021,2019.0,Technology
RenewBuy,Insuretech,Series A to Series H,45000000.0,Gurugram,2021,2015.0,Technology
saarthi.ai,AI startup,Early Stage,111909478.7413793,Bangalore,2021,2017.0,Other
Kutumb,Community platform,Series A to Series H,26000000.0,Bangalore,2021,2020.0,Other
Superplum,AgriTech,Early Stage,3800000.0,Noida,2021,2019.0,Technology
Upside AI,FinTech,Early Stage,1200000.0,Mumbai,2021,2017.0,Technology
PazCare,Insuretech,unknown,111909478.7413793,Bangalore,2021,2021.0,Technology
Answer Genomics,HealthCare,unknown,111909478.7413793,Bangalore,2021,2019.0,Healthcare
Skillmatics,EdTech,Series A to Series H,6000000.0,Mumbai,2021,2016.0,Technology
Bimaplan,Insuretech,Early Stage,2500000.0,Bangalore,2021,2020.0,Technology
Bueno Finance,FinTech,Early Stage,3000000.0,Gurugram,2021,2019.0,Technology
CityMall,E-commerce,Series A to Series H,22000000.0,Gurugram,2021,2019.0,E-Commerce & Marketplace
BYJU’S,EdTech,unknown,50000000.0,Bangalore,2021,2011.0,Technology
India Quotient,Venture capitalist,unknown,64000000.0,Mumbai,2021,2012.0,Other
The Switch Fix,HealthCare,Early Stage,111909478.7413793,Gurugram,2021,2019.0,Healthcare
Anvidha Technologies,Tech Startup,Early Stage,1500000.0,Haryana,2021,2020.0,Technology
DigiSparsh,FinTech,Early Stage,111909478.7413793,Mumbai,2021,2020.0,Technology
CoffeeMug.ai,Networking,Early Stage,620000.0,New Delhi,2021,2020.0,Other
Pathfndr.io,SaaS startup,Early Stage,111909478.7413793,Bangalore,2021,2015.0,Other
BigLeap,Recruitment,unknown,600000.0,Hyderabad,2021,2015.0,Other
Kazam,EV startup,Early Stage,900000.0,Bangalore,2021,2020.0,Other
MYRE Capital,Commercial Real Estate,unknown,6000000.0,Mumbai,2021,2020.0,Real Estate $ Property
BimaPe,FinTech,Early Stage,500000.0,Mumbai,2021,2020.0,Technology
MicroDegree,EdTech,unknown,111909478.7413793,Mangalore,2021,2019.0,Technology
Saarthi Pedagogy,EdTech,unknown,1000000.0,Ahmadabad,2021,2015.0,Technology
Synapsica,HealthCare,Series A to Series H,4000000.0,New Delhi,2021,2017.0,Healthcare
Kwik Foods,Food & Beverages,Early Stage,111909478.7413793,Gurugram,2021,2020.0,Food & Agriculture
Plutomen,AR startup,unknown,300000.0,Ahmadabad,2021,2016.0,Other
GoMechanic,Automotive,Series A to Series H,42000000.0,Gurugram,2021,2016.0,Autommotive $ Transportation
Grinntech,Automotive,unknown,2000000.0,Chennai,2021,2013.0,Autommotive $ Transportation
Nobel Hygiene,HealthCare,unknown,60000000.0,Mumbai,2021,1999.0,Healthcare
Green Cure,HealthCare,Early Stage,111909478.7413793,New Delhi,2021,2015.0,Healthcare
Classplus,EdTech,Series A to Series H,65000000.0,Noida,2021,2017.0,Technology
WINDO,E-commerce,Early Stage,500000.0,Hyderabad,2021,2020.0,E-Commerce & Marketplace
ApnaKlub,E-commerce,Early Stage,111909478.7413793,Bangalore,2021,2020.0,E-Commerce & Marketplace
LegalPay,FinTech,unknown,111909478.7413793,New Delhi,2021,2019.0,Technology
Lavado,Consumer service,unknown,111909478.7413793,Mumbai,2021,2016.0,Other
Navars,EdTech,unknown,111909478.7413793,Hyderabad,2021,2019.0,Technology
GoBolt,Logistics,Series A to Series H,20000000.0,Gurugram,2021,2015.0,Autommotive $ Transportation
Loco,Gaming,Early Stage,9000000.0,Bangalore,2021,2018.0,Other
Auric,HealthCare,Early Stage,2000000.0,New Delhi,2021,2017.0,Healthcare
Edmingle,EdTech,unknown,300000.0,Bangalore,2021,2016.0,Technology
Slice,FinTech,unknown,20000000.0,Bangalore,2021,2016.0,Technology
Humit,Music,Early Stage,111909478.7413793,Bangalore,2021,2020.0,Other
Airblack,IT startup,Series A to Series H,5200000.0,Gurugram,2021,2019.0,Other
NIRAMAI,HealthCare,unknown,111909478.7413793,Bangalore,2021,2016.0,Healthcare
Intervue,SaaS startup,Early Stage,111909478.7413793,New Delhi,2021,2021.0,Other
Nestroots,Fashion,Early Stage,100000.0,Gurugram,2021,2016.0,Other
Detect Technologies,Automation,unknown,12000000.0,Chennai,2021,2016.0,Autommotive $ Transportation
CredR,Automotive,unknown,6500000.0,Bangalore,2021,2015.0,Autommotive $ Transportation
Fourth Partner Energy,Solar,unknown,125000000.0,Hyderabad,2021,2010.0,Other
TABLT,HealthCare,Series A to Series H,3000000.0,Kolkata,2021,2018.0,Healthcare
Hesa,IT startup,Early Stage,2000000.0,Hyderabad,2021,2020.0,Other
Powerhouse91,Consumer goods,Early Stage,111909478.7413793,Gurugram,2021,2020.0,Other
Nalanda Learning,EdTech,unknown,5000000.0,Kolkata,2021,2011.0,Technology
Chargeup,Renewable Energy,Early Stage,111909478.7413793,New Delhi,2021,2019.0,Other
Knackit,IT startup,unknown,100000.0,Bangalore,2021,2019.0,Other
Treebo Hotels,Hospitality,Series A to Series H,16000000.0,Bangalore,2021,2015.0,Other
Raptee Energy,Automotive,unknown,700000.0,Chennai,2021,2019.0,Autommotive $ Transportation
Meddo,HealthCare,unknown,6000000.0,Gurugram,2021,2018.0,Healthcare
Supertails,Pet care,Early Stage,2600000.0,Bangalore,2021,2021.0,Other
SkilloVilla,EdTech,Early Stage,300000.0,Bangalore,2021,2020.0,Technology
Cancer Clinics,HealthCare,Early Stage,1500000.0,Telugana,2021,2014.0,Healthcare
Velocity,FinTech,Early Stage,1300000.0,Bangalore,2021,2020.0,Technology
Happy Jars,Food & Beverages,Early Stage,400000.0,New Delhi,2021,2016.0,Food & Agriculture
Inshorts,Media,unknown,40000000.0,Noida,2021,2013.0,Other
ExtraaEdge,MarTech,Early Stage,1000000.0,Pune,2021,2015.0,Technology
Zotalabs,Tech Startup,Early Stage,1250000.0,Pune,2021,2019.0,Technology
Voiro,Advertisement,Early Stage,1800000.0,Bangalore,2021,2014.0,Other
Dream Sports,Gaming,unknown,400000000.0,Mumbai,2021,2008.0,Other
Safex Chemicals,AgriTech,unknown,50000000.0,New Delhi,2021,1991.0,Technology
Instoried,Content creation,unknown,0.0,Bangalore,2021,2018.0,Other
Rupifi,FinTech,Early Stage,4100000.0,Bangalore,2021,2019.0,Technology
Moneyboxx,FinTech,Later Stage,3000000.0,Mumbai,2021,1994.0,Technology
CityMall,E-commerce,Series A to Series H,11000000.0,Gurugram,2021,2019.0,E-Commerce & Marketplace
Janani,Heathcare,Early Stage,1000000.0,Bangalore,2021,2020.0,Other
ReshaMandi,AgriTech,Early Stage,1700000.0,Bangalore,2021,2020.0,Technology
Bombay Shaving Company,Lifestyle,unknown,2000000.0,New Delhi,2021,2015.0,Other
DotPe,FinTech,Series A to Series H,27000000.0,Gurugram,2021,2019.0,Technology
Homingos,Augmented reality,unknown,0.0,Bangalore,2021,2018.0,Other
Anar Business Community,Tech Startup,unknown,0.0,Mumbai,2021,2020.0,Technology
Five Star Finance,FinTech,unknown,234000000.0,Chennai,2021,1984.0,Technology
Settlrs,Rental space,Early Stage,0.0,Bangalore,2021,2018.0,Other
BYJU'S,EdTech,Series A to Series H,460000000.0,Bangalore,2021,2011.0,Technology
Annapurna Finance,FinTech,unknown,30000000.0,Bhubaneswar,2021,2009.0,Technology
HealthPlix,HealthCare,Series A to Series H,13500000.0,Bangalore,2021,2014.0,Healthcare
Masai School,EdTech,Series A to Series H,5000000.0,Bangalore,2021,2019.0,Technology
Bewakoof,D2C Fashion,unknown,4000000.0,Mumbai,2021,2011.0,Other
IndiaLends,FinTech,unknown,5100000.0,New Delhi,2021,2014.0,Technology
Stelis Biopharma,BioTechnology,Series A to Series H,195000000.0,Bangalore,2021,2007.0,Technology
Tilt,Bike Rental,unknown,125000.0,Bangalore,2021,2016.0,Other
NeoDove,AI startup,Early Stage,15000000.0,Jaipur,2021,2020.0,Other
Zaara Biotech,BioTechnology,unknown,10000000.0,Kottayam,2021,2016.0,Technology
KreditBee,FinTech,Early Stage,75000000.0,Bangalore,2021,2018.0,Technology
True Balance,FinTech,Later Stage,10000000.0,Gurugram,2021,2014.0,Technology
Muvin,FinTech,Early Stage,1000000.0,Bangalore,2021,2020.0,Technology
Purplle,Beauty products,unknown,45000000.0,Mumbai,2021,2011.0,Other
FloBiz,Tech Startup,Series A to Series H,10000000.0,Bangalore,2021,2019.0,Technology
Jeevam Health,Health care,Early Stage,1500000.0,New Delhi,2021,2020.0,Healthcare
NewLink Group,Tech Startup,unknown,200000000.0,Beijing,2021,2016.0,Technology
OZiva,Heathcare,Series A to Series H,12000000.0,Mumbai,2021,2016.0,Other
Blive,Tourism,Early Stage,1000000.0,Panaji,2021,2004.0,Other
Nazara Technologies,Gaming,unknown,30000000.0,Mumbai,2021,2000.0,Other
Euler Motors,Automotive,Series A to Series H,2600000.0,New Delhi,2021,2018.0,Autommotive $ Transportation
Pixxel,SpaceTech,Early Stage,7300000.0,Bangalore,2021,2019.0,Technology
Prescinto,Solar,Early Stage,3500000.0,Gujarat,2021,2016.0,Other
MyGlamm,Beauty products,Series A to Series H,20000000.0,Mumbai,2021,2015.0,Other
Chirrup,Gaming,Early Stage,300000.0,Bangalore,2021,2020.0,Other
Policybazaar,Insurance,unknown,75000000.0,Gurugram,2021,2008.0,Finance $ Banking
Livve Homes,Rental space,unknown,5000000.0,Bangalore,2021,2017.0,Other
Juicy Chemistry,HealthCare,Series A to Series H,6300000.0,Coimbatore,2021,2014.0,Healthcare
Svasti Microfinance,FinTech,unknown,4000000.0,Mumbai,2021,2008.0,Technology
Nexprt,Consulting,unknown,2000000.0,New Delhi,2021,2020.0,Consulting & Services
Wysa,AI startup,unknown,0.0,Bangalore,2021,2015.0,Other
Ankur capital,FinTech,unknown,40000000.0,Mumbai,2021,2011.0,Technology
Indifi,FinTech,Later Stage,5000000.0,Gurugram,2021,2015.0,Technology
Firmway,FinTech,Early Stage,0.0,Mumbai,2021,2016.0,Technology
Say Cheese,FemTech,Early Stage,1000000.0,Mumbai,2021,2020.0,Technology
Indic Inspirations,Cultural,unknown,300000.0,Pune,2021,2019.0,Other
Bimaplan,FinTech,Early Stage,500000.0,Mumbai,2021,2020.0,Technology
YAP,FinTech,Series A to Series H,10000000.0,Chennai,2021,2014.0,Technology
Leap Finance,FinTech,Series A to Series H,17000000.0,Bangalore,2021,2019.0,Technology
BlackSoil NBFC,FinTech,unknown,3000000.0,Mumbai,2021,2010.0,Technology
OYO,Hospitality,unknown,200000000.0,Gurugram,2021,2012.0,Other
Max Healthcare,HealthCare,unknown,140000000.0,New Delhi,2021,2000.0,Healthcare
4baseCare,HealthTech,Early Stage,2000000.0,Bangalore,2021,2018.0,Technology
Ezstays,EdTech,Early Stage,400000.0,New Delhi,2021,2019.0,Technology
Stylework,Co-working,Early Stage,500000.0,Gurugram,2021,2017.0,Other
Kinara Capital,FinTech,unknown,6000000.0,Bangalore,2021,2011.0,Technology
Riskcovry,InsureTech,Series A to Series H,5000000.0,Bangalore,2021,2018.0,Technology
NODWIN,Gaming,unknown,20000000.0,Gurugram,2021,2012.0,Other
Quizizz,EdTech,Series A to Series H,12500000.0,Bangalore,2021,2015.0,Technology
Ecom Express,E-commerce,unknown,20000000.0,New Delhi,2021,2012.0,E-Commerce & Marketplace
Turtlemint,InsureTech,Series A to Series H,45000000.0,Mumbai,2021,2015.0,Technology
Captain Fresh,Supply chain platform,Early Stage,3000000.0,Bangalore,2021,2019.0,Other
Northern Arc,FinTech,Later Stage,10000000.0,Chennai,2021,2008.0,Technology
Qoohoo,Social platform,Early Stage,800000.0,Bangalore,2021,2020.0,Other
IGL,Gaming,unknown,500000.0,Mumbai,2021,2016.0,Other
AMPM,E-commerce,unknown,200000.0,Gurugram,2021,2018.0,E-Commerce & Marketplace
The ePlane,Drone,Early Stage,1000000.0,Chennai,2021,2016.0,Other
Cashify,E-commerce,unknown,15000000.0,Gurugram,2021,2009.0,E-Commerce & Marketplace
Bijnis,B2B service,unknown,0.0,New Delhi,2021,2014.0,Other
Questt,EdTech,Early Stage,1000000.0,Gurugram,2021,2020.0,Technology
DealShare,E-commerce,Later Stage,3000000.0,Jaipur,2021,2018.0,E-Commerce & Marketplace
Euler Motors,Automotive,Series A to Series H,4000000.0,New Delhi,2021,2018.0,Autommotive $ Transportation
Blume Ventures,FinTech,unknown,40000000.0,Mumbai,2021,2011.0,Technology
KoineArth,Blockchain startup,Early Stage,1800000.0,Bangalore,2021,2018.0,Other
ImaginXP,EdTech,unknown,1500000.0,Pune,2021,2013.0,Technology
Virohan,EdTech,unknown,0.0,Gurugram,2021,2018.0,Technology
Apna.co,Recruitment,unknown,12500000.0,Bangalore,2021,2019.0,Other
ideaForge,Drone,unknown,2000000.0,Mumbai,2021,2007.0,Other
Clairco,CleanTech,unknown,500000.0,Bangalore,2021,2018.0,Technology
Northern Arc,FinTech,Later Stage,50000000.0,Chennai,2021,2008.0,Technology
Lenskart,Fashion,unknown,95000000.0,Faridabad,2021,2010.0,Other
ParkSmart,Automotive,Early Stage,0.0,New Delhi,2021,2018.0,Autommotive $ Transportation
Virohan,EdTech,Series A to Series H,3000000.0,Gurugram,2021,2018.0,Technology
BankSathi,FinTech,Early Stage,200000.0,New Delhi,2021,2019.0,Technology
Spark Studio,EdTech,Early Stage,0.0,Bangalore,2021,2020.0,Technology
BlissClub,Fashion,Early Stage,2000000.0,Bangalore,2021,2020.0,Other
BricSpaces,Real estate,Early Stage,350000.0,Bangalore,2021,2018.0,Real Estate $ Property
ANSR,Consulting,Series A to Series H,15000000.0,Bangalore,2021,2008.0,Consulting & Services
Keito,AI company,Early Stage,0.0,Pune,2021,2016.0,Other
Reccy Adventures,Sports startup,Early Stage,400000.0,Gurugram,2021,2019.0,Other
Magenta EV,Renewable Energy,Series A to Series H,15000000.0,Mumbai,2021,2017.0,Other
Karbon Card,FinTech,Early Stage,1000000.0,Bangalore,2021,2019.0,Technology
Wysa,AI company,Series A to Series H,5000000.0,Bangalore,2021,2015.0,Other
Agnikul,SpaceTech,Series A to Series H,11000000.0,Chennai,2021,2017.0,Technology
LegalPay,FinTech,Early Stage,0.0,New Delhi,2021,2019.0,Technology
Glamplus,SaaS startup,Early Stage,200000.0,Bangalore,2021,2020.0,Other
Tekie,EdTech,Early Stage,1500000.0,Gurugram,2021,2017.0,Technology
Asirvad Microfinance,FinTech,unknown,15000000.0,Chennai,2021,2007.0,Technology
Avalon Labs,FinTech,Early Stage,0.0,Bangalore,2021,2017.0,Technology
Betterhalf.ai,Matrimony,Early Stage,3000000.0,Bangalore,2021,2016.0,Other
Koo,Social Media,Series A to Series H,30000000.0,Bangalore,2021,2020.0,Other
Rezo.ai,AI startup,Early Stage,0.0,Noida,2021,2017.0,Other
Mentoria,EdTech,Early Stage,200000.0,Mumbai,2021,2015.0,Technology
Cuvette Tech,Human Resources,Early Stage,1800000.0,Bangalore,2021,2020.0,Other
Clensta,BioTechnology,unknown,600000.0,New Delhi,2021,2016.0,Technology
FarMart,AgriTech,Early Stage,24000000.0,Gurugram,2021,2015.0,Technology
Kodo Card,FinTech,Early Stage,8000000.0,Mumbai,2021,2019.0,Technology
Polygon,Crypto,unknown,0.0,Mumbai,2021,2017.0,Other
Get My Parking,Mobility,unknown,6000000.0,New Delhi,2021,2015.0,Other
